"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(ElectroPuls (0,1) Waveform)","Position(ElectroPuls (0,1):Position) (mm)","Load(ElectroPuls (0,1):Load) (N)","Displacement(ElectroPuls (0,1):Digital Position) (mm)",
49932,9684,1,1,2,1,-5.00056419029458,3.25040146708488,-1.10237257029298,
49936,9688,1,1,2,1,-5.00056597843388,3.24798421934247,-1.10245940680796,
49940,9692,1,1,2,1,-5.00055346145877,3.25480895116925,-1.10266817207176,
49944,9696,1,1,2,1,-5.0006491269114,3.25210858136415,-1.10261486316875,
49948,9700,1,1,2,1,-5.00065583243378,3.2500596717,-1.10251752133536,
49952,9704,1,1,2,1,-5.00071528806556,3.25118750333786,-1.10262659783293,
49956,9708,1,1,2,1,-5.0004501964141,3.25281452387571,-1.10220716740732,
49960,9712,1,1,2,1,-5.0004130925236,3.24876559898257,-1.1025525018105,
49964,9716,1,1,2,1,-5.00054005041401,3.25123313814402,-1.10227735187502,
49968,9720,1,1,2,1,-5.00069695963772,3.25203873217106,-1.10266593689763,
49972,9724,1,1,2,1,-5.00058073058312,3.24923079460859,-1.10239402796464,
49976,9728,1,1,2,1,-5.0006209637174,3.24799423106015,-1.10260759885282,
49980,9732,1,1,2,1,-5.00053200378715,3.24964267201722,-1.10232619042977,
49984,9736,1,1,2,1,-5.00045734897131,3.25052253901958,-1.10237491722582,
49988,9740,1,1,2,1,-5.00077563776698,3.25077655725181,-1.10272673363398,
49992,9744,1,1,2,1,-5.00075730933914,3.25325666926801,-1.10259687001699,
49996,9748,1,1,2,1,-5.00059682383683,3.25038703158498,-1.102506233706,
50000,9752,1,1,2,1,-5.00052127495134,3.2516575884074,-1.10228327508646,
50004,9756,1,1,2,1,-5.00052887454337,3.2513567712158,-1.1023780464696,
50008,9760,1,1,2,1,-5.00080693020476,3.25180869549513,-1.10239861007161,
50012,9764,1,1,2,1,-5.00049802914042,3.25030507519841,-1.10229333337005,
50016,9768,1,1,2,1,-5.00073093428445,3.25006013736129,-1.10265230233543,
50020,9772,1,1,2,1,-5.00078234328936,3.25381103903055,-1.10246231253433,
50024,9776,1,1,2,1,-5.00049087658321,3.2517125364393,-1.10237849350443,
50028,9780,1,1,2,1,-5.00082302345847,3.2474217005074,-1.10254579628811,
50032,9784,1,1,2,1,-5.00050741687175,3.24833090417087,-1.10243996079302,
50036,9788,1,1,2,1,-5.00028389945906,3.2517749350518,-1.10211362536995,
50040,9792,1,1,2,1,-5.00056016698115,3.24842915870249,-1.10252087409655,
50044,9796,1,1,2,1,-5.00060710563781,3.24739352799952,-1.10236687059895,
50048,9800,1,1,2,1,-5.00040057554849,3.25102265924215,-1.10222974266604,
50052,9804,1,1,2,1,-5.00061202302089,3.25278844684362,-1.10253920252442,
50056,9808,1,1,2,1,-5.00069427742876,3.24659538455307,-1.10228472794965,
50060,9812,1,1,2,1,-5.0008833731599,3.25099844485521,-1.10267834211406,
50064,9816,1,1,2,1,-5.00076982631425,3.25524341315031,-1.10274204457678,
50068,9820,1,1,2,1,-5.00063839807559,3.24945780448616,-1.1025626718528,
50072,9824,1,1,2,1,-5.000624539996,3.24886757880449,-1.10251930947466,
50076,9828,1,1,2,1,-5.00052440419512,3.25204827822745,-1.10251193340003,
50080,9832,1,1,2,1,-5.00042784467284,3.25563340447843,-1.10221275534264,
50084,9836,1,1,2,1,-5.00044259682207,3.25137469917536,-1.10240397448952,
50088,9840,1,1,2,1,-5.00068399562778,3.24732251465321,-1.10250388677316,
50092,9844,1,1,2,1,-5.00033799067293,3.25601431541145,-1.10245806570348,
50096,9848,1,1,2,1,-5.00030938044411,3.24999773874879,-1.10221264358394,
50100,9852,1,1,2,1,-5.00042337432458,3.2500633969903,-1.10230886783026,
50104,9856,1,1,2,1,-5.00066343202581,3.25345736928284,-1.10252433861645,
50108,9860,1,1,2,1,-5.00039521113058,3.25039238668978,-1.10231847907902,
50112,9864,1,1,2,1,-5.00092628850314,3.24829551391304,-1.10290197128583,
50116,9868,1,1,2,1,-5.00044617310068,3.25554911978543,-1.10233803685266,
50120,9872,1,1,2,1,-5.00063526883181,3.24898934923112,-1.10239760424325,
50124,9876,1,1,2,1,-5.00044572606585,3.24807385914028,-1.10249382848957,
50128,9880,1,1,2,1,-5.00058385982689,3.25009762309492,-1.10222817804414,
50132,9884,1,1,2,1,-5.00057760133934,3.25024034827948,-1.10242599095471,
50136,9888,1,1,2,1,-5.00059145941893,3.24986409395933,-1.1022975802009,
50140,9892,1,1,2,1,-5.00049802914042,3.25036002323031,-1.10261966879313,
50144,9896,1,1,2,1,-5.00087309135892,3.25240567326546,-1.10265073771354,
50148,9900,1,1,2,1,-5.00029418126004,3.25150229036808,-1.10224259491729,
50152,9904,1,1,2,1,-5.00043499723004,3.25119774788618,-1.10217051055157,
50156,9908,1,1,2,1,-5.00068667783673,3.24825989082456,-1.10260502840257,
50160,9912,1,1,2,1,-5.00048417106083,3.2536587677896,-1.10236754115119,
50164,9916,1,1,2,1,-5.00046673670264,3.25108063407242,-1.10231993194221,
50168,9920,1,1,2,1,-5.00061291709054,3.2504596747458,-1.10234753634272,
50172,9924,1,1,2,1,-5.00047746553845,3.25256260111928,-1.10237257029298,
50176,9928,1,1,2,1,-5.00082302345847,3.25358612462878,-1.10256233657668,
50180,9932,1,1,2,1,-5.00080648316994,3.24535230174661,-1.10260346378068,
50184,9936,1,1,2,1,-5.00052798047372,3.24969668872654,-1.10243839617113,
50188,9940,1,1,2,1,-5.00026422992674,3.2526773866266,-1.10226863469591,
50192,9944,1,1,2,1,-5.00043812647382,3.25245736166835,-1.10225846465361,
50196,9948,1,1,2,1,-5.00064152731937,3.24954488314688,-1.10245437766617,
50200,9952,1,1,2,1,-5.00074479236403,3.25063965283334,-1.10255261356921,
50204,9956,1,1,2,1,-5.00033843770776,3.25142196379602,-1.10223577763619,
50208,9960,1,1,2,1,-5.00039699926988,3.24751250445843,-1.10234138961386,
50212,9964,1,1,2,1,-5.00052485122994,3.25454701669514,-1.10252623851447,
50216,9968,1,1,2,1,-5.00051725163791,3.25388833880425,-1.1023437365467,
50220,9972,1,1,2,1,-5.00029015794662,3.24945920147002,-1.10225220616605,
50224,9976,1,1,2,1,-5.0005382622747,3.25173395685852,-1.10261095161402,
50228,9980,1,1,2,1,-5.00069785370737,3.25437448918819,-1.10270058209666,
50232,9984,1,1,2,1,-5.00056955471248,3.25013464316726,-1.10246622408906,
50236,9988,1,1,2,1,-5.00048193588671,3.24941659346223,-1.10248779351942,
50240,9992,1,1,2,1,-5.00041041031464,3.25255142524838,-1.10234094257903,
50244,9996,1,1,2,1,-5.00041264548877,3.25233582407236,-1.10222214307399,
50248,10000,1,1,2,1,-5.00057447209556,3.24929156340659,-1.10241649146465,
50252,10004,1,1,2,1,-5.00087845577682,3.25195305049419,-1.10278708333551,
50256,10008,1,1,2,1,-5.00071215882178,3.25036840513349,-1.10251550967864,
50260,10012,1,1,2,1,-5.00049400582699,3.25198518112302,-1.10227276976805,
50264,10016,1,1,2,1,-5.00028300538941,3.24654602445662,-1.10226572896954,
50268,10020,1,1,2,1,-5.0005592729115,3.25013673864305,-1.10244051958656,
50272,10024,1,1,2,1,-5.00052351012547,3.25386645272374,-1.10234798337755,
50276,10028,1,1,2,1,-5.00051546349861,3.24890064075589,-1.10252713258412,
50280,10032,1,1,2,1,-5.00054988518017,3.24658583849669,-1.10240933890743,
50284,10036,1,1,2,1,-5.00030356899138,3.25204362161458,-1.10216156985505,
50288,10040,1,1,2,1,-5.0006755019661,3.24863288551569,-1.10249662245723,
50292,10044,1,1,2,1,-5.00068667783673,3.24846338480711,-1.10257842983042,
50296,10048,1,1,2,1,-5.00026825324017,3.25588718988001,-1.10203081216841,
50300,10052,1,1,2,1,-5.00048730030461,3.25408042408526,-1.10233144308898,
50304,10056,1,1,2,1,-5.00053736820505,3.24989925138652,-1.10230987365862,
50308,10060,1,1,2,1,-5.00049668803594,3.24970693327487,-1.10244498993482,
50312,10064,1,1,2,1,-5.00057402506074,3.25389206409454,-1.10246387715622,
50316,10068,1,1,2,1,-5.0004430438569,3.24933207593858,-1.10217576321078,
50320,10072,1,1,2,1,-5.00076625003565,3.25278611853719,-1.10265900785783,
50324,10076,1,1,2,1,-5.00072154655311,3.25029413215816,-1.102709969828,
50328,10080,1,1,2,1,-5.00060621156816,3.25042917393148,-1.10245616580547,
50332,10084,1,1,2,1,-5.00035453096147,3.24865523725748,-1.10217688079785,
50336,10088,1,1,2,1,-5.00050875797623,3.25098424218595,-1.1023472010666,
50340,10092,1,1,2,1,-5.00033933177741,3.25242104008794,-1.10222259010882,
50344,10096,1,1,2,1,-5.00033799067293,3.24956583790481,-1.10218112762869,
50348,10100,1,1,2,1,-5.00074836864264,3.25063499622047,-1.10238642837259,
50352,10104,1,1,2,1,-5.00065404429448,3.25126410461962,-1.10252635027317,
50356,10108,1,1,2,1,-5.00093478216482,3.24989040382206,-1.10263676787523,
50360,10112,1,1,2,1,-5.00055435552842,3.25110950507224,-1.10248209382538,
50364,10116,1,1,2,1,-5.00067103161784,3.25236259959638,-1.10226662303919,
50368,10120,1,1,2,1,-5.00025484219541,3.25029203668237,-1.10216313447694,
50372,10124,1,1,2,1,-5.00081140055302,3.24893253855407,-1.10284028047982,
50376,10128,1,1,2,1,-5.00051903977721,3.25245852582157,-1.10227154042228,
50380,10132,1,1,2,1,-5.00044706717033,3.25064756907523,-1.10238072867856,
50384,10136,1,1,2,1,-5.00057760133934,3.24769970029593,-1.1023643001487,
50388,10140,1,1,2,1,-5.00048148885188,3.25368018820882,-1.10237927581538,
50392,10144,1,1,2,1,-5.00037285938931,3.25066992081702,-1.10219934429786,
50396,10148,1,1,2,1,-5.00064063324972,3.25002870522439,-1.10236865873825,
50400,10152,1,1,2,1,-5.00071484103073,3.25025129131973,-1.10254825497965,
50404,10156,1,1,2,1,-5.00063348069251,3.252042690292,-1.10234094257903,
50408,10160,1,1,2,1,-5.00039387002611,3.25151532888412,-1.10234708930789,
50412,10164,1,1,2,1,-5.00046137228474,3.25128855183721,-1.10252132113138,
50416,10168,1,1,2,1,-5.00051367535931,3.24889272451401,-1.10217509265854,
50420,10172,1,1,2,1,-5.00077519073216,3.25282639823854,-1.10264604384787,
50424,10176,1,1,2,1,-5.00050205245385,3.25144152157009,-1.10231579687006,
50428,10180,1,1,2,1,-5.00054586186674,3.25146387331188,-1.10228416915612,
50432,10184,1,1,2,1,-5.00040504589674,3.25337471440434,-1.10226181741481,
50436,10188,1,1,2,1,-5.00020119801636,3.25381732545793,-1.10210725512368,
50440,10192,1,1,2,1,-5.00044036164795,3.25178843922913,-1.10221756096702,
50444,10196,1,1,2,1,-5.00096249832399,3.25173418968916,-1.10268683577575,
50448,10200,1,1,2,1,-5.00028300538941,3.25291394256055,-1.10207797434256,
50452,10204,1,1,2,1,-5.0005592729115,3.25345178134739,-1.10244264300198,
50456,10208,1,1,2,1,-5.00041711583703,3.25055001303554,-1.10222270186752,
50460,10212,1,1,2,1,-5.00046137228474,3.25206061825156,-1.10219587977796,
50464,10216,1,1,2,1,-5.00062632813531,3.25177772901952,-1.10233814861137,
50468,10220,1,1,2,1,-5.00034290805601,3.25049227103591,-1.10235960628303,
50472,10224,1,1,2,1,-5.00064689173727,3.25234793126583,-1.10242677326565,
50476,10228,1,1,2,1,-5.00061112895124,3.25325434096158,-1.10237905229796,
50480,10232,1,1,2,1,-5.00030356899138,3.25023056939244,-1.10219565626054,
50484,10236,1,1,2,1,-5.00054407372743,3.25138517655432,-1.1026414617409,
50488,10240,1,1,2,1,-5.00069338335911,3.25440429151058,-1.1025712772732,
50492,10244,1,1,2,1,-5.00080245985651,3.24899423867464,-1.10241447980793,
50496,10248,1,1,2,1,-5.00047344222502,3.24949715286493,-1.1024002864522,
50500,10252,1,1,2,1,-5.00053066268267,3.25237144716084,-1.10246812398707,
50504,10256,1,1,2,1,-5.0005574847722,3.2522021792829,-1.10258692349211,
50508,10260,1,1,2,1,-5.00088382019473,3.2477171625942,-1.10261363382297,
50512,10264,1,1,2,1,-5.00091019524942,3.24888317845762,-1.10267253066132,
50516,10268,1,1,2,1,-5.00026914730982,3.25462175533175,-1.10225153561381,
50520,10272,1,1,2,1,-5.00061291709054,3.24802589602768,-1.10261620427322,
50524,10276,1,1,2,1,-5.00052216902099,3.2494633924216,-1.10229679788995,
50528,10280,1,1,2,1,-5.00075552119984,3.25212511233985,-1.10242867316366,
50532,10284,1,1,2,1,-5.00033307328985,3.25071136467159,-1.10227444614865,
50536,10288,1,1,2,1,-5.00052619233442,3.24875069782138,-1.10232239063375,
50540,10292,1,1,2,1,-5.00073138131927,3.25093814171851,-1.102567924512,
50544,10296,1,1,2,1,-5.00051233425483,3.25170019641519,-1.10224035974316,
50548,10300,1,1,2,1,-5.0004466201355,3.25177819468081,-1.10229322161135,
50552,10304,1,1,2,1,-5.00044751420515,3.24544194154441,-1.10227489318347,
50556,10308,1,1,2,1,-5.00035095468287,3.25310183688998,-1.10224807109391,
50560,10312,1,1,2,1,-5.00056061401597,3.25401499867439,-1.10258088852196,
50564,10316,1,1,2,1,-5.00051322832448,3.24903288856149,-1.10244007255173,
50568,10320,1,1,2,1,-5.00055703773737,3.25009133666754,-1.10239637489748,
50572,10324,1,1,2,1,-5.000624539996,3.2516997307539,-1.10255708391747,
50576,10328,1,1,2,1,-5.00058475389655,3.25386528857052,-1.10230819727802,
50580,10332,1,1,2,1,-5.0006191755781,3.24903451837599,-1.10248790527812,
50584,10336,1,1,2,1,-5.00079038991622,3.25567950494587,-1.1026311799399,
50588,10340,1,1,2,1,-5.00047433629467,3.25095909647644,-1.1023027211014,
50592,10344,1,1,2,1,-5.00046763077229,3.24911205098033,-1.10233278419346,
50596,10348,1,1,2,1,-5.00069606556807,3.25429905205965,-1.10244342531292,
50600,10352,1,1,2,1,-5.00046763077229,3.25385457836092,-1.10244789566119,
50604,10356,1,1,2,1,-5.00054943814534,3.24844685383141,-1.10228226925811,
50608,10360,1,1,2,1,-5.00058251872242,3.25102056376636,-1.10250947470849,
50612,10364,1,1,2,1,-5.00046316042404,3.25232581235468,-1.10249628718111,
50616,10368,1,1,2,1,-5.00071305289143,3.24953766539693,-1.10241515036017,
50620,10372,1,1,2,1,-5.00078189625454,3.24867246672511,-1.10270706410163,
50624,10376,1,1,2,1,-5.00041711583703,3.2555079087615,-1.102143688462,
50628,10380,1,1,2,1,-5.00062319889153,3.25027666985989,-1.10243191416615,
50632,10384,1,1,2,1,-5.0004430438569,3.24789760634303,-1.10236396487258,
50636,10388,1,1,2,1,-5.0004801477474,3.25389020144939,-1.10250232215127,
50640,10392,1,1,2,1,-5.00047210112055,3.249557223171,-1.10218749787497,
50644,10396,1,1,2,1,-5.00059414162788,3.2504266127944,-1.10229635085513,
50648,10400,1,1,2,1,-5.00065270319,3.25366295874119,-1.10242006774326,
50652,10404,1,1,2,1,-5.00076088561775,3.2500009983778,-1.1026346444598,
50656,10408,1,1,2,1,-5.00062990441391,3.24801169335842,-1.1024139210144,
50660,10412,1,1,2,1,-5.00072422876206,3.25210974551737,-1.10271287555437,
50664,10416,1,1,2,1,-5.00039968147884,3.25403804890811,-1.10228092815363,
50668,10420,1,1,2,1,-5.00100496663241,3.24413087219,-1.10286743784551,
50672,10424,1,1,2,1,-5.00033486142916,3.25181148946285,-1.10213977690728,
50676,10428,1,1,2,1,-5.00045287862306,3.2514778431505,-1.10241548563629,
50680,10432,1,1,2,1,-5.00076267375705,3.24699678458273,-1.1023848637507,
50684,10436,1,1,2,1,-5.00095579280161,3.24952881783247,-1.10268046552948,
50688,10440,1,1,2,1,-5.00071126475213,3.25395329855382,-1.10242152060644,
50692,10444,1,1,2,1,-5.00064286842384,3.24915233068168,-1.10248667593235,
50696,10448,1,1,2,1,-5.00058073058312,3.24804917909205,-1.1023609473875,
50700,10452,1,1,2,1,-5.00058251872242,3.25205689296126,-1.10247952337513,
50704,10456,1,1,2,1,-5.00071037068248,3.24911274947226,-1.10242487336764,
50708,10460,1,1,2,1,-5.00054541483191,3.25087690725923,-1.10228875126308,
50712,10464,1,1,2,1,-5.00045556083201,3.25304083526134,-1.10215028222569,
50716,10468,1,1,2,1,-5.00053558006575,3.25019913725555,-1.10261005754436,
50720,10472,1,1,2,1,-5.00038269415547,3.24889994226396,-1.10216883417097,
50724,10476,1,1,2,1,-5.00046897187677,3.25258611701429,-1.10230663265613,
50728,10480,1,1,2,1,-5.00080111875203,3.25026921927929,-1.1027013644076,
50732,10484,1,1,2,1,-5.00073272242375,3.24679841287434,-1.1027304216713,
50736,10488,1,1,2,1,-5.00051725163791,3.25046549551189,-1.10234921272332,
50740,10492,1,1,2,1,-5.0003058041655,3.25093721039593,-1.10212904807145,
50744,10496,1,1,2,1,-5.00057357802591,3.24532925151289,-1.10228483970836,
50748,10500,1,1,2,1,-5.00038939967785,3.24971764348447,-1.10222203131528,
50752,10504,1,1,2,1,-5.0005664254687,3.25168971903622,-1.10246208901692,
50756,10508,1,1,2,1,-5.00077653183663,3.24821192771196,-1.10256915385777,
50760,10512,1,1,2,1,-5.00019181028503,3.25199984945357,-1.10202656533756,
50764,10516,1,1,2,1,-5.00036794200623,3.25261196121573,-1.10235033031038,
50768,10520,1,1,2,1,-5.00056419029458,3.24805965647101,-1.10233736630043,
50772,10524,1,1,2,1,-5.00056687250353,3.25074326246977,-1.10239782776066,
50776,10528,1,1,2,1,-5.00041711583703,3.25077353045344,-1.10252713258412,
50780,10532,1,1,2,1,-5.0006790782447,3.24926222674549,-1.10240229810892,
50784,10536,1,1,2,1,-5.00066343202581,3.2476014457643,-1.1024721473005,
50788,10540,1,1,2,1,-5.0004747833295,3.25102172791958,-1.10232462580788,
50792,10544,1,1,2,1,-5.00047612443398,3.24817118234932,-1.10239805127807,
50796,10548,1,1,2,1,-5.00057581320004,3.24456044472754,-1.10228226925811,
50800,10552,1,1,2,1,-5.00086280955793,3.25248460285366,-1.10286173815148,
50804,10556,1,1,2,1,-5.00037509456344,3.24596930295229,-1.10225332375311,
50808,10560,1,1,2,1,-5.00062811627461,3.24917701072991,-1.10245258952686,
50812,10564,1,1,2,1,-5.00066834940889,3.25223407708108,-1.10245627756418,
50816,10568,1,1,2,1,-5.00049802914042,3.24479839764535,-1.10234820689496,
50820,10572,1,1,2,1,-5.00058430686172,3.25099052861333,-1.10246108318856,
50824,10576,1,1,2,1,-5.00033173218538,3.25532420538366,-1.10221353765359,
50828,10580,1,1,2,1,-5.00055256738912,3.24523961171508,-1.10242990250943,
50832,10584,1,1,2,1,-5.00052708640407,3.25133325532079,-1.10241962070843,
50836,10588,1,1,2,1,-5.00036704793658,3.25022637844086,-1.10226550545213,
50840,10592,1,1,2,1,-5.00064197435419,3.2462659291923,-1.10259195263391,
50844,10596,1,1,2,1,-5.00048685326979,3.25169833377004,-1.10224125381281,
50848,10600,1,1,2,1,-5.00037241235449,3.24757769703865,-1.10235927100691,
50852,10604,1,1,2,1,-5.00062141075223,3.24548012576997,-1.10271287555437,
50856,10608,1,1,2,1,-5.00056955471248,3.25042847543955,-1.1024600773602,
50860,10612,1,1,2,1,-5.00066432609546,3.24765057303011,-1.10234474237506,
50864,10616,1,1,2,1,-5.00051278128966,3.24583798646927,-1.10227578725313,
50868,10620,1,1,2,1,-5.0004484082748,3.25177563354373,-1.10238855178802,
50872,10624,1,1,2,1,-5.00069830074219,3.25033930130303,-1.10249304617863,
50876,10628,1,1,2,1,-5.00040772810569,3.2468312419951,-1.1022856220193,
50880,10632,1,1,2,1,-5.00076088561775,3.25122172944248,-1.10257854158912,
50884,10636,1,1,2,1,-5.00039521113058,3.24860215187073,-1.10231043245215,
50888,10640,1,1,2,1,-5.000849845548,3.24743916280568,-1.10262983883542,
50892,10644,1,1,2,1,-5.00056508436423,3.25049157254398,-1.10237245853428,
50896,10648,1,1,2,1,-5.00067013754819,3.24917142279446,-1.1026037990568,
50900,10652,1,1,2,1,-5.00081855311022,3.25141684152186,-1.10278820092258,
50904,10656,1,1,2,1,-5.00064644470245,3.25105478987098,-1.10251886243983,
50908,10660,1,1,2,1,-5.00060934081194,3.24745732359588,-1.10244007255173,
50912,10664,1,1,2,1,-5.0005856479662,3.25156003236771,-1.10243057306167,
50916,10668,1,1,2,1,-5.00068667783673,3.24890343472362,-1.10258290017868,
50920,10672,1,1,2,1,-5.00043455019522,3.24673787690699,-1.1022975802009,
50924,10676,1,1,2,1,-5.00040951624499,3.24845616705716,-1.10227031107651,
50928,10680,1,1,2,1,-5.00045064344893,3.2475870102644,-1.10224147733022,
50932,10684,1,1,2,1,-5.0007354046327,3.24634625576437,-1.1027372389524,
50936,10688,1,1,2,1,-5.00037330642414,3.2513455953449,-1.10228495146706,
50940,10692,1,1,2,1,-5.00064957394623,3.24566941708326,-1.10231691445713,
50944,10696,1,1,2,1,-5.00044349089172,3.24715673923492,-1.10240430976564,
50948,10700,1,1,2,1,-5.00061515226467,3.25092533603311,-1.10255753095229,
50952,10704,1,1,2,1,-5.00062677517013,3.24945012107491,-1.10237424667358,
50956,10708,1,1,2,1,-5.0005065228021,3.24676069431007,-1.10228629257154,
50960,10712,1,1,2,1,-5.00062677517013,3.2547153532505,-1.10237871702184,
50964,10716,1,1,2,1,-5.0005610610508,3.24843474663794,-1.10236854697955,
50968,10720,1,1,2,1,-5.00052708640407,3.24819423258305,-1.10237905229796,
50972,10724,1,1,2,1,-5.00052261605582,3.24883032590151,-1.10224572416107,
50976,10728,1,1,2,1,-5.000268700275,3.24998633004725,-1.10231389697205,
50980,10732,1,1,2,1,-5.00032323852369,3.24925151653588,-1.10220493223318,
50984,10736,1,1,2,1,-5.00048908844391,3.24943382292986,-1.10218861546203,
50988,10740,1,1,2,1,-5.00075865044362,3.24756279587746,-1.10270561123845,
50992,10744,1,1,2,1,-5.0008851612992,3.24996327981353,-1.10245549525323,
50996,10748,1,1,2,1,-5.00049489989664,3.25198378413916,-1.10227656956407,
51000,10752,1,1,2,1,-5.00053870930953,3.24314087629318,-1.10240442152435,
51004,10756,1,1,2,1,-5.000624539996,3.25002381578088,-1.10222996618345,
51008,10760,1,1,2,1,-5.00050741687175,3.25216352939606,-1.1024720355418,
51012,10764,1,1,2,1,-5.00058877720997,3.24494950473309,-1.10245963032537,
51016,10768,1,1,2,1,-5.00046986594642,3.24733788147569,-1.10224181260634,
51020,10772,1,1,2,1,-5.00076043858292,3.24891298078001,-1.10261329854685,
51024,10776,1,1,2,1,-5.00072914614514,3.24381701648235,-1.10256256009409,
51028,10780,1,1,2,1,-5.00027138248395,3.25182406231761,-1.10228629257154,
51032,10784,1,1,2,1,-5.00048282995636,3.24951088987291,-1.10255317236274,
51036,10788,1,1,2,1,-5.00065538539896,3.24830762110651,-1.1024276673353,
51040,10792,1,1,2,1,-5.0003303910809,3.24925989843905,-1.10206780430027,
51044,10796,1,1,2,1,-5.00054273262296,3.24566825293005,-1.10260256971103,
51048,10800,1,1,2,1,-5.00041353955842,3.24684241786599,-1.10262067462149,
51052,10804,1,1,2,1,-5.00056687250353,3.24949016794562,-1.1021949857083,
51056,10808,1,1,2,1,-5.00076848520978,3.24444612488151,-1.10264794374588,
51060,10812,1,1,2,1,-5.00019270435468,3.2510869204998,-1.10221085544463,
51064,10816,1,1,2,1,-5.00055837884185,3.24966991320252,-1.10230596210389,
51068,10820,1,1,2,1,-5.00040191665296,3.24679561890662,-1.10225064154416,
51072,10824,1,1,2,1,-5.00073227538892,3.24833742342889,-1.10237938757408,
51076,10828,1,1,2,1,-5.00051009908071,3.2479097135365,-1.10223845984514,
51080,10832,1,1,2,1,-5.00035631910077,3.24545684270561,-1.1022821574994,
51084,10836,1,1,2,1,-5.00029596939935,3.25019075535238,-1.10212781872568,
51088,10840,1,1,2,1,-5.00066164388651,3.25009296648204,-1.10263084466378,
51092,10844,1,1,2,1,-5.00047880664293,3.24738072231412,-1.10219867374562,
51096,10848,1,1,2,1,-5.00059503569753,3.24628921225667,-1.10258189435032,
51100,10852,1,1,2,1,-5.00048506513048,3.2424870878458,-1.10234921272332,
51104,10856,1,1,2,1,-5.00077563776698,3.24966409243643,-1.1027201398703,
51108,10860,1,1,2,1,-5.00078591956797,3.24882101267576,-1.10260771061153,
51112,10864,1,1,2,1,-5.0006455506328,3.24908783659339,-1.10246376539751,
51116,10868,1,1,2,1,-5.00054228558813,3.24992998503149,-1.10234731282531,
51120,10872,1,1,2,1,-5.00037062421519,3.25032835826278,-1.10218503918342,
51124,10876,1,1,2,1,-5.00078860177692,3.24515555985272,-1.102821169741,
51128,10880,1,1,2,1,-5.00075820340879,3.24842776171863,-1.10265062595484,
51132,10884,1,1,2,1,-5.00049802914042,3.25311697088182,-1.10238173450692,
51136,10888,1,1,2,1,-5.00035900130973,3.24762728996575,-1.10238676364871,
51140,10892,1,1,2,1,-5.00074345125956,3.24637349694967,-1.10276618445739,
51144,10896,1,1,2,1,-5.00041353955842,3.24814044870436,-1.10218101586999,
51148,10900,1,1,2,1,-5.00063839807559,3.2464643009007,-1.10241816784525,
51152,10904,1,1,2,1,-5.00088605536885,3.24859376996756,-1.10261776889512,
51156,10908,1,1,2,1,-5.00046539559817,3.24848340824246,-1.1023301019845,
51160,10912,1,1,2,1,-5.00086325659276,3.24764591641724,-1.1027065053081,
51164,10916,1,1,2,1,-5.00061068191642,3.24452482163906,-1.10230719144966,
51168,10920,1,1,2,1,-5.00036123648385,3.24824848212302,-1.10218816842721,
51172,10924,1,1,2,1,-5.00087756170717,3.24570457451046,-1.10277926022605,
51176,10928,1,1,2,1,-5.00048551216531,3.24987224303186,-1.10233580167853,
51180,10932,1,1,2,1,-5.00041711583703,3.24881728738546,-1.10232071425315,
51184,10936,1,1,2,1,-5.00043455019522,3.2444098033011,-1.10230886783026,
51188,10940,1,1,2,1,-5.00040951624499,3.24627384543419,-1.10231009717603,
51192,10944,1,1,2,1,-5.00072288765759,3.24719003401697,-1.10256580109658,
51196,10948,1,1,2,1,-5.00075909747845,3.24527523480356,-1.10269030029565,
51200,10952,1,1,2,1,-5.00065270319,3.24779259972274,-1.10239838655419,
51204,10956,1,1,2,1,-5.00070813550835,3.24853882193565,-1.10263665611652,
51208,10960,1,1,2,1,-5.0009978140752,3.24312108568847,-1.10301987672122,
51212,10964,1,1,2,1,-5.00072288765759,3.2506687566638,-1.10285894418381,
51216,10968,1,1,2,1,-5.00057670726969,3.24852298945189,-1.10231691445713,
51220,10972,1,1,2,1,-5.00077563776698,3.2466952688992,-1.10282686943504,
51224,10976,1,1,2,1,-5.000353189857,3.248451044783,-1.1022907629198,
51228,10980,1,1,2,1,-5.00043186798626,3.24785825796425,-1.10229970361632,
51232,10984,1,1,2,1,-5.00070008888149,3.24613275006413,-1.10264079118866,
51236,10988,1,1,2,1,-5.000624539996,3.24980635195971,-1.10266336644738,
51240,10992,1,1,2,1,-5.00053960337918,3.24623356573284,-1.10223734225808,
51244,10996,1,1,2,1,-5.00058654203585,3.24293598532677,-1.10237927581538,
51248,11000,1,1,2,1,-5.00038403525995,3.24920611456037,-1.10235658879795,
51252,11004,1,1,2,1,-5.00063526883181,3.24832322075963,-1.1024738236811,
51256,11008,1,1,2,1,-5.0004975821056,3.24561866000295,-1.102345524686,
51260,11012,1,1,2,1,-5.00031072154858,3.24722682125866,-1.10214983519086,
51264,11016,1,1,2,1,-5.00060263528956,3.24822589755058,-1.10234228368351,
51268,11020,1,1,2,1,-5.00048908844391,3.24783311225474,-1.10226919348944,
51272,11024,1,1,2,1,-5.00051412239413,3.25038330629468,-1.10232987846709,
51276,11028,1,1,2,1,-5.00058385982689,3.24247754178941,-1.10237178798204,
51280,11032,1,1,2,1,-5.00032234445404,3.24752787128091,-1.10237927581538,
