"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(ElectroPuls (0,1) Waveform)","Position(ElectroPuls (0,1):Position) (mm)","Load(ElectroPuls (0,1):Load) (N)","Displacement(ElectroPuls (0,1):Digital Position) (mm)",
24196,23952,1,1,2,1,-5.00060934081194,3.29462788067758,-1.1014917999268,
24200,23956,1,1,2,1,-5.00045287862306,3.29007557593286,-1.10138697026007,
24204,23960,1,1,2,1,-5.00028479352871,3.29497642815113,-1.10148844716561,
24208,23964,1,1,2,1,-5.00063392772734,3.29538248479366,-1.10162311640698,
24212,23968,1,1,2,1,-5.00067863120988,3.2912171445787,-1.10165653226023,
24216,23972,1,1,2,1,-5.00047344222502,3.29303275793791,-1.10165932622789,
24220,23976,1,1,2,1,-5.00038269415547,3.29466327093542,-1.10147391853376,
24224,23980,1,1,2,1,-5.00048193588671,3.29039199277759,-1.10136361269041,
24228,23984,1,1,2,1,-5.00041443362807,3.29429027624428,-1.101272752862,
24232,23988,1,1,2,1,-5.00056195512045,3.29347490333021,-1.10153236833727,
24236,23992,1,1,2,1,-5.00049668803594,3.29189538024366,-1.10154902038455,
24240,23996,1,1,2,1,-5.00043812647382,3.2924881670624,-1.10134070215557,
24244,24000,1,1,2,1,-5.0005910123841,3.29285790212452,-1.10161439922787,
24248,24004,1,1,2,1,-5.00030982747893,3.28879547305405,-1.10133466718542,
24252,24008,1,1,2,1,-5.0004166688022,3.29465419054031,-1.10130337474759,
24256,24012,1,1,2,1,-5.00073585166752,3.29505419358611,-1.10170335915827,
24260,24016,1,1,2,1,-5.00070768847353,3.291787346825,-1.10160065290696,
24264,24020,1,1,2,1,-5.00070455922975,3.29103693366051,-1.1019314586783,
24268,24024,1,1,2,1,-5.00078055515006,3.29854711890221,-1.10164200362838,
24272,24028,1,1,2,1,-5.00031295672271,3.2896613702178,-1.10138238815311,
24276,24032,1,1,2,1,-5.00080737723959,3.29281412996352,-1.1019503458997,
24280,24036,1,1,2,1,-5.00075418009537,3.29672289080918,-1.1016526207055,
24284,24040,1,1,2,1,-5.00066566719994,3.2931265886873,-1.10186596807627,
24288,24044,1,1,2,1,-5.00062677517013,3.2951810862869,-1.10178930160359,
24292,24048,1,1,2,1,-5.00049177065286,3.29518504440784,-1.10146576014818,
24296,24052,1,1,2,1,-5.00043723240417,3.29322833567858,-1.10142776218796,
24300,24056,1,1,2,1,-5.00079977764756,3.2916059717536,-1.10185691562104,
24304,24060,1,1,2,1,-5.00066611423476,3.29616689123213,-1.10167106089208,
24308,24064,1,1,2,1,-5.00046494856334,3.2902448438108,-1.10141166893422,
24312,24068,1,1,2,1,-5.00057581320004,3.28861456364393,-1.10170313564085,
24316,24072,1,1,2,1,-5.00057894244382,3.2944199629128,-1.10151214001139,
24320,24076,1,1,2,1,-5.00055569663289,3.29154613427818,-1.10165999678013,
24324,24080,1,1,2,1,-5.00076803817495,3.29485163092613,-1.10160970536219,
24328,24084,1,1,2,1,-5.0006173874388,3.29621718265116,-1.10159361210845,
24332,24088,1,1,2,1,-5.0005945886627,3.29332170076668,-1.10165999678013,
24336,24092,1,1,2,1,-5.00052440419512,3.28892073594034,-1.10141960380238,
24340,24096,1,1,2,1,-5.00041264548877,3.29410564154387,-1.10160188225274,
24344,24100,1,1,2,1,-5.00048685326979,3.29698994755745,-1.10145033744668,
24348,24104,1,1,2,1,-5.00094238175685,3.29297897405922,-1.10208825614356,
24352,24108,1,1,2,1,-5.00081765904057,3.2949831802398,-1.10197090950171,
24356,24112,1,1,2,1,-5.00048864140909,3.29812942072749,-1.10147280094669,
24360,24116,1,1,2,1,-5.00049355879217,3.29098361544311,-1.1016132816408,
24364,24120,1,1,2,1,-5.0005610610508,3.29175940714777,-1.10161909309354,
24368,24124,1,1,2,1,-5.00047165408572,3.29647050239146,-1.10144530830488,
24372,24128,1,1,2,1,-5.00030133381725,3.29201086424291,-1.10131343303118,
24376,24132,1,1,2,1,-5.00060934081194,3.2918038778007,-1.10161954012837,
24380,24136,1,1,2,1,-5.0006209637174,3.29686771146953,-1.10147023049644,
24384,24140,1,1,2,1,-5.00071975841381,3.29380319453776,-1.10182450559615,
24388,24144,1,1,2,1,-5.00079798950825,3.28988814726472,-1.10176169720308,
24392,24148,1,1,2,1,-5.00056955471248,3.29764909110963,-1.10170246508861,
24396,24152,1,1,2,1,-5.00033843770776,3.29494406469166,-1.10124503670278,
24400,24156,1,1,2,1,-5.00060174121991,3.28649254515767,-1.10147525963823,
24404,24160,1,1,2,1,-5.00043052688179,3.29384324140847,-1.10152197477757,
24408,24164,1,1,2,1,-5.0003603424142,3.29249864444137,-1.1011907219714,
24412,24168,1,1,2,1,-5.00063884511042,3.28929419629276,-1.10156857815819,
24416,24172,1,1,2,1,-5.0006209637174,3.29140201210976,-1.10155270842186,
24420,24176,1,1,2,1,-5.00050160541902,3.29310749657452,-1.10146341321534,
24424,24180,1,1,2,1,-5.00051993384686,3.29150562174618,-1.10159875300895,
24428,24184,1,1,2,1,-5.00058296575724,3.29112634062767,-1.10166167316073,
24432,24188,1,1,2,1,-5.00059950604578,3.29663534648716,-1.10155136731738,
24436,24192,1,1,2,1,-5.00054452076226,3.28972493298352,-1.10150007007108,
24440,24196,1,1,2,1,-5.00063348069251,3.29171842895448,-1.10171062347419,
24444,24200,1,1,2,1,-5.00067997231435,3.295355476439,-1.10162926313584,
24448,24204,1,1,2,1,-5.00062185778705,3.2923286780715,-1.10143793223025,
24452,24208,1,1,2,1,-5.00049177065286,3.29261249862611,-1.10153359768304,
24456,24212,1,1,2,1,-5.00032770887195,3.29707562923431,-1.10133768467049,
24460,24216,1,1,2,1,-5.00067594900092,3.29375569708645,-1.1017124116135,
24464,24220,1,1,2,1,-5.00051814570756,3.29017848707736,-1.10131343303118,
24468,24224,1,1,2,1,-5.00055077924982,3.29159526154399,-1.10173286345679,
24472,24228,1,1,2,1,-5.00068578376708,3.29465721733868,-1.10182718780511,
24476,24232,1,1,2,1,-5.00075194492124,3.29216686077416,-1.10181835886729,
24480,24236,1,1,2,1,-5.00052574529959,3.29036102630198,-1.1014609545238,
24484,24240,1,1,2,1,-5.00050339355832,3.29361157491803,-1.10138495860336,
24488,24244,1,1,2,1,-5.00043410316039,3.29017173498869,-1.1014677718049,
24492,24248,1,1,2,1,-5.00101211918961,3.29191703349352,-1.10207238640724,
24496,24252,1,1,2,1,-5.00054139151848,3.29701602458954,-1.10163060424031,
24500,24256,1,1,2,1,-5.0004130925236,3.29856364987791,-1.10150431690193,
24504,24260,1,1,2,1,-5.00071484103073,3.28833726234734,-1.10193458792208,
24508,24264,1,1,2,1,-5.00063124551838,3.29415965825319,-1.10185412165338,
24512,24268,1,1,2,1,-5.00062364592635,3.2920753583312,-1.10152666864324,
24516,24272,1,1,2,1,-5.00096339239365,3.29029676504433,-1.10195302810866,
24520,24276,1,1,2,1,-5.00089901937879,3.29530402086675,-1.1018355697081,
24524,24280,1,1,2,1,-5.00062811627461,3.29387071542442,-1.1018954723748,
24528,24284,1,1,2,1,-5.00081497683162,3.29229305498302,-1.10194442268826,
24532,24288,1,1,2,1,-5.00062856330943,3.29345441423357,-1.10183065232501,
24536,24292,1,1,2,1,-5.00048774733944,3.29561135731637,-1.10152868029996,
24540,24296,1,1,2,1,-5.00046494856334,3.29249957576394,-1.1014063045163,
24544,24300,1,1,2,1,-5.00046047821509,3.29232518561184,-1.10156343725769,
24548,24304,1,1,2,1,-5.00049087658321,3.29463090747595,-1.10156891343431,
24552,24308,1,1,2,1,-5.00074836864264,3.2921964302659,-1.10189133730265,
24556,24312,1,1,2,1,-5.00070813550835,3.29206022433937,-1.10179187205384,
24560,24316,1,1,2,1,-5.00055390849359,3.29625094309449,-1.10166849044183,
24564,24320,1,1,2,1,-5.00050160541902,3.28854518011212,-1.10147492436211,
24568,24324,1,1,2,1,-5.00071841730933,3.2923489343375,-1.10169486549657,
24572,24328,1,1,2,1,-5.00066522016511,3.29387444071472,-1.10191871818576,
24576,24332,1,1,2,1,-5.00072914614514,3.29152494668961,-1.10181578841704,
24580,24336,1,1,2,1,-5.00039968147884,3.29218059778214,-1.10161115822538,
24584,24340,1,1,2,1,-5.00053066268267,3.29406745731831,-1.1017570033374,
24588,24344,1,1,2,1,-5.00042784467284,3.29114333726466,-1.10140127537451,
24592,24348,1,1,2,1,-5.0003831411903,3.29130864702165,-1.10132662055855,
24596,24352,1,1,2,1,-5.00072244062276,3.29317292198539,-1.10179243084737,
24600,24356,1,1,2,1,-5.0007018770208,3.29454941675067,-1.10186853852652,
24604,24360,1,1,2,1,-5.00043365612556,3.2909563742578,-1.10136025992921,
24608,24364,1,1,2,1,-5.00029775753865,3.29720019362867,-1.1012677237202,
24612,24368,1,1,2,1,-5.00048104181706,3.29125090502203,-1.10146006045415,
24616,24372,1,1,2,1,-5.00074970974711,3.29314940609038,-1.10184529271556,
24620,24376,1,1,2,1,-5.00025305405611,3.29483253881335,-1.10135478375259,
24624,24380,1,1,2,1,-5.00045779600614,3.29137034714222,-1.10146408376758,
24628,24384,1,1,2,1,-5.0008516336873,3.29322787001729,-1.10167709586223,
24632,24388,1,1,2,1,-5.00042158618528,3.29443486407399,-1.10137490031977,
24636,24392,1,1,2,1,-5.00062901034426,3.2950930763036,-1.10164189186967,
24640,24396,1,1,2,1,-5.00045377269271,3.29208490438759,-1.10137981770286,
24644,24400,1,1,2,1,-5.00045287862306,3.29382275231183,-1.101606352601,
24648,24404,1,1,2,1,-5.00055659070255,3.29400738701224,-1.10169620660105,
24652,24408,1,1,2,1,-5.00080693020476,3.29149863682687,-1.10179086622548,
24656,24412,1,1,2,1,-5.00070634736905,3.2892448361963,-1.10166759637218,
24660,24416,1,1,2,1,-5.00042471542906,3.29572544433177,-1.10147559491435,
24664,24420,1,1,2,1,-5.00057894244382,3.2901952508837,-1.1017228051732,
24668,24424,1,1,2,1,-5.00082838787638,3.29150212928653,-1.10186619159369,
24672,24428,1,1,2,1,-5.00087532653304,3.29300318844616,-1.10182048228271,
24676,24432,1,1,2,1,-5.00052574529959,3.29199992120266,-1.10160847601642,
24680,24436,1,1,2,1,-5.00047076001607,3.28924274072051,-1.10164256242191,
24684,24440,1,1,2,1,-5.00007692233491,3.2942236866802,-1.10120558587937,
24688,24444,1,1,2,1,-5.0006437624935,3.29515873454511,-1.10178248432249,
24692,24448,1,1,2,1,-5.00076669707048,3.29034030437469,-1.10172884014336,
24696,24452,1,1,2,1,-5.00056687250353,3.29391774721444,-1.10146799532231,
24700,24456,1,1,2,1,-5.00065985574721,3.29217896796763,-1.10167843696671,
24704,24460,1,1,2,1,-5.00048104181706,3.29030468128622,-1.1016234516831,
24708,24464,1,1,2,1,-5.00063169255321,3.29530728049576,-1.10167754289706,
24712,24468,1,1,2,1,-5.00048372402601,3.29066650010645,-1.10167441365328,
24716,24472,1,1,2,1,-5.00043186798626,3.29086650162935,-1.1014712363248,
24720,24476,1,1,2,1,-5.00024724260338,3.29634686931968,-1.10127051768787,
24724,24480,1,1,2,1,-5.00080514206546,3.28788044862449,-1.10179757174787,
24728,24484,1,1,2,1,-5.00071484103073,3.2939740922302,-1.10156746057112,
24732,24488,1,1,2,1,-5.00023204341932,3.29696596600115,-1.10122078506346,
24736,24492,1,1,2,1,-5.00053960337918,3.29001969657838,-1.10162881610101,
24740,24496,1,1,2,1,-5.0004484082748,3.29471752047539,-1.10143748519543,
24744,24500,1,1,2,1,-5.00090438379669,3.29348095692694,-1.10198353823554,
24748,24504,1,1,2,1,-5.00026825324017,3.29230865463614,-1.10132058558839,
24752,24508,1,1,2,1,-5.00050741687175,3.29146790318191,-1.10170291212344,
24756,24512,1,1,2,1,-5.00025707736954,3.29534010961652,-1.10129275767047,
24760,24516,1,1,2,1,-5.0006155992995,3.2914443872869,-1.10159394738457,
24764,24520,1,1,2,1,-5.0005011583842,3.29520273953676,-1.10163798031495,
24768,24524,1,1,2,1,-5.00061694040397,3.29128187149763,-1.10174124535978,
24772,24528,1,1,2,1,-5.00061604633432,3.28945415094495,-1.10177443769562,
24776,24532,1,1,2,1,-5.00043410316039,3.29364137724042,-1.1013052746456,
24780,24536,1,1,2,1,-5.00106755150796,3.29028372652829,-1.10222594287001,
24784,24540,1,1,2,1,-5.0007336164934,3.2897328492254,-1.1017552151981,
24788,24544,1,1,2,1,-5.00053423896128,3.29405581578612,-1.10161965188707,
24792,24548,1,1,2,1,-5.00062901034426,3.29254032112658,-1.10178192552896,
24796,24552,1,1,2,1,-5.00069338335911,3.29090189188719,-1.10201550122561,
24800,24556,1,1,2,1,-5.00052574529959,3.29373613931239,-1.10146888939196,
24804,24560,1,1,2,1,-5.00029194608592,3.29123204573989,-1.10136327741429,
24808,24564,1,1,2,1,-5.00046763077229,3.2928972505033,-1.10163753328012,
24812,24568,1,1,2,1,-5.00074881567746,3.29486117698252,-1.10166871395924,
24816,24572,1,1,2,1,-5.00081721200575,3.29104019328952,-1.10194833424299,
24820,24576,1,1,2,1,-5.00066611423476,3.29145160503685,-1.10166167316073,
24824,24580,1,1,2,1,-5.00058251872242,3.29120154492557,-1.10169251856373,
24828,24584,1,1,2,1,-5.00058833017515,3.29181714914739,-1.101799806922,
24832,24588,1,1,2,1,-5.0004747833295,3.29122343100607,-1.10165630874282,
24836,24592,1,1,2,1,-5.00080335392616,3.2932348549366,-1.1018682032504,
24840,24596,1,1,2,1,-5.00079754247343,3.29017895273864,-1.10167229023785,
24844,24600,1,1,2,1,-5.00030178085208,3.29395825974643,-1.10149593499894,
24848,24604,1,1,2,1,-5.00067505493127,3.29556199721992,-1.10166200843685,
24852,24608,1,1,2,1,-5.00066745533924,3.2929559238255,-1.10176985558865,
24856,24612,1,1,2,1,-5.00040951624499,3.29428724944592,-1.10157260147162,
24860,24616,1,1,2,1,-5.00040951624499,3.28895659185946,-1.10154902038455,
24864,24620,1,1,2,1,-5.00070455922975,3.29156662337482,-1.10186194476284,
24868,24624,1,1,2,1,-5.00026288882227,3.29177943058312,-1.1014473199616,
24872,24628,1,1,2,1,-5.00046718373747,3.29183251596987,-1.10155371425022,
24876,24632,1,1,2,1,-5.00053334489163,3.28970770351589,-1.10163283941445,
24880,24636,1,1,2,1,-5.00062901034426,3.29604698345065,-1.10165072080749,
24884,24640,1,1,2,1,-5.00080469503063,3.29355918802321,-1.10178796049911,
24888,24644,1,1,2,1,-5.00053960337918,3.2931505702436,-1.10165887919307,
24892,24648,1,1,2,1,-5.00028568759836,3.29493475146592,-1.10127174703364,
24896,24652,1,1,2,1,-5.00037107125001,3.29465372487903,-1.10132695583467,
24900,24656,1,1,2,1,-5.00115472329891,3.29072936438024,-1.10213709469832,
24904,24660,1,1,2,1,-5.00060352935921,3.29154310747981,-1.10171308216574,
24908,24664,1,1,2,1,-5.00020656243427,3.29038593918085,-1.10138249991181,
24912,24668,1,1,2,1,-5.00054049744883,3.28845111653209,-1.10152275708851,
24916,24672,1,1,2,1,-5.00025573626506,3.2959075178951,-1.1012780055212,
24920,24676,1,1,2,1,-5.00026422992674,3.28911165706813,-1.10142452118547,
24924,24680,1,1,2,1,-5.00060755267264,3.29335150308907,-1.10166815516571,
24928,24684,1,1,2,1,-5.00070947661283,3.295375732705,-1.10190798934993,
24932,24688,1,1,2,1,-5.00063839807559,3.28867463395,-1.10174068656625,
24936,24692,1,1,2,1,-5.00059682383683,3.29132797196507,-1.10162211057862,
24940,24696,1,1,2,1,-5.00054630890156,3.29158455133438,-1.10153672692683,
24944,24700,1,1,2,1,-5.00082481159778,3.28888674266636,-1.10189960744694,
24948,24704,1,1,2,1,-5.00046181931956,3.29191191121936,-1.10138439980982,
24952,24708,1,1,2,1,-5.00037375345896,3.29357944428921,-1.10130125133216,
24956,24712,1,1,2,1,-4.99998975054396,3.29229841008782,-1.10118066368782,
24960,24716,1,1,2,1,-5.00049132361804,3.28924716450274,-1.1013122036854,
24964,24720,1,1,2,1,-5.00052887454337,3.29869776032865,-1.10159808245671,
24968,24724,1,1,2,1,-5.00072199358794,3.2878564670682,-1.10164904442689,
24972,24728,1,1,2,1,-5.00055435552842,3.28974146395922,-1.10155416128505,
24976,24732,1,1,2,1,-5.00028434649389,3.29337920993567,-1.10128683445902,
24980,24736,1,1,2,1,-5.00044170275242,3.29299969598651,-1.10143737343672,
24984,24740,1,1,2,1,-5.00088918461263,3.28921363689005,-1.10202108916094,
24988,24744,1,1,2,1,-5.00071528806556,3.29306116327643,-1.10186071541706,
24992,24748,1,1,2,1,-5.00082481159778,3.29160154797137,-1.10176113840954,
24996,24752,1,1,2,1,-5.0007671441053,3.28695867210627,-1.10190363076037,
25000,24756,1,1,2,1,-5.00023159638449,3.29031585715711,-1.10126604733961,
25004,24760,1,1,2,1,-5.00054988518017,3.29011329449713,-1.10153639165071,
25008,24764,1,1,2,1,-5.00046226635439,3.28564457595348,-1.10139646975013,
25012,24768,1,1,2,1,-5.00043589129969,3.29057732596993,-1.10131957976004,
25016,24772,1,1,2,1,-5.00062051668258,3.29152122139931,-1.10173040476525,
25020,24776,1,1,2,1,-5.0007689322446,3.29056358896196,-1.10186060365836,
25024,24780,1,1,2,1,-5.0007599915481,3.28931258991361,-1.10184618678522,
25028,24784,1,1,2,1,-5.00051278128966,3.29230446368456,-1.10162836906618,
25032,24788,1,1,2,1,-5.0006772901054,3.28702130354941,-1.10166178491944,
25036,24792,1,1,2,1,-5.00034201398636,3.29163437709212,-1.10141703335213,
25040,24796,1,1,2,1,-5.00027495876255,3.29270446673036,-1.10117395816542,
25044,24800,1,1,2,1,-5.00058520093137,3.28604481182992,-1.10163004544678,
25048,24804,1,1,2,1,-5.00061068191642,3.28895496204495,-1.10175320354138,
25052,24808,1,1,2,1,-5.00071573510038,3.29031446017325,-1.10202455368084,
25056,24812,1,1,2,1,-5.00079798950825,3.29129071906209,-1.10220895554662,
25060,24816,1,1,2,1,-5.00066879644372,3.28539288602769,-1.10185266879019,
25064,24820,1,1,2,1,-5.00075775637397,3.29329515807331,-1.10185456868821,
25068,24824,1,1,2,1,-5.0006826545233,3.29079944640398,-1.10173420456127,
25072,24828,1,1,2,1,-5.00046673670264,3.28979874029756,-1.10149727610342,
25076,24832,1,1,2,1,-5.00041756287185,3.29053588211536,-1.10159003582984,
25080,24836,1,1,2,1,-5.00061336412537,3.29216895624995,-1.1016081407403,
25084,24840,1,1,2,1,-5.00049624100112,3.29027744010091,-1.10156891343431,
25088,24844,1,1,2,1,-5.00049311175734,3.29018919728696,-1.10148174164321,
25092,24848,1,1,2,1,-5.00071037068248,3.29281762242317,-1.10168324259109,
25096,24852,1,1,2,1,-5.00055837884185,3.29091353341937,-1.10141703335213,
25100,24856,1,1,2,1,-5.00025573626506,3.2898630015552,-1.10113953648381,
25104,24860,1,1,2,1,-5.00052127495134,3.29263205640018,-1.10156041977261,
25108,24864,1,1,2,1,-5.00053915634436,3.28742130659521,-1.10139557568048,
25112,24868,1,1,2,1,-5.0005646373294,3.29202250577509,-1.10160154697662,
25116,24872,1,1,2,1,-5.00075909747845,3.29214730300009,-1.10148878244172,
25120,24876,1,1,2,1,-5.00071484103073,3.2897531054914,-1.10163149830997,
25124,24880,1,1,2,1,-5.00066477313029,3.28766484744847,-1.10176918503641,
25128,24884,1,1,2,1,-5.00038090601617,3.29685537144542,-1.10150174645168,
25132,24888,1,1,2,1,-5.00048238292153,3.29083693213761,-1.10155885515072,
25136,24892,1,1,2,1,-5.0004765714688,3.28926579095423,-1.10155907866813,
25140,24896,1,1,2,1,-5.00061515226467,3.29511589370668,-1.10161115822538,
25144,24900,1,1,2,1,-5.00069517149841,3.28729185275733,-1.10169765946423,
25148,24904,1,1,2,1,-5.00048864140909,3.2900704536587,-1.10149381158352,
25152,24908,1,1,2,1,-5.0003603424142,3.29089327715337,-1.1015208571905,
25156,24912,1,1,2,1,-5.00019404545916,3.29365767538548,-1.10129577515554,
25160,24916,1,1,2,1,-5.00081050648336,3.287487430498,-1.10199080255147,
25164,24920,1,1,2,1,-5.00051903977721,3.28970607370138,-1.10160367039204,
25168,24924,1,1,2,1,-5.00057357802591,3.29070002771914,-1.10158064809849,
25172,24928,1,1,2,1,-5.00055390849359,3.29073914326727,-1.10162557509852,
25176,24932,1,1,2,1,-5.00038090601617,3.29084158875048,-1.10157528368058,
25180,24936,1,1,2,1,-5.00045734897131,3.29063716344535,-1.10152007487955,
25184,24940,1,1,2,1,-5.00019449249398,3.29195451922715,-1.10124347208089,
25188,24944,1,1,2,1,-5.00057178988661,3.28596355393529,-1.10174448636227,
25192,24948,1,1,2,1,-5.00065672650343,3.29248397611082,-1.10165854391695,
25196,24952,1,1,2,1,-5.00046673670264,3.29281785525382,-1.10159405914328,
25200,24956,1,1,2,1,-5.00048148885188,3.28819314017892,-1.10147559491435,
25204,24960,1,1,2,1,-5.00052351012547,3.28634330071509,-1.10141602752377,
25208,24964,1,1,2,1,-5.00053870930953,3.29381902702153,-1.10130683926749,
25212,24968,1,1,2,1,-5.00082883491121,3.29156871885061,-1.10194934007135,
25216,24972,1,1,2,1,-5.00046897187677,3.28955333679914,-1.10134371964065,
25220,24976,1,1,2,1,-5.00030938044411,3.29500227235258,-1.1014284327402,
25224,24980,1,1,2,1,-5.00036660090176,3.29017196781933,-1.10135377792423,
25228,24984,1,1,2,1,-5.00058341279207,3.29061015509069,-1.10154075024026,
25232,24988,1,1,2,1,-5.00029284015557,3.2920315861702,-1.10153102723279,
25236,24992,1,1,2,1,-5.00057894244382,3.29301226884127,-1.10164200362838,
25240,24996,1,1,2,1,-5.00080201282168,3.28676821663976,-1.10198364999425,
25244,25000,1,1,2,1,-5.0008516336873,3.28932306729257,-1.10176583227522,
25248,25004,1,1,2,1,-5.00043991461312,3.29041783697903,-1.10155930218555,
25252,25008,1,1,2,1,-5.00045824304096,3.2891717273742,-1.10140418110088,
25256,25012,1,1,2,1,-5.0005029465235,3.29219386912882,-1.10143994388697,
25260,25016,1,1,2,1,-5.00028524056354,3.29121947288513,-1.10132617352372,
25264,25020,1,1,2,1,-5.00062677517013,3.29036754556,-1.10169453022045,
25268,25024,1,1,2,1,-5.00048998251356,3.28859919682145,-1.10160579380746,
25272,25028,1,1,2,1,-5.00080782427441,3.2871481962502,-1.10192698833004,
25276,25032,1,1,2,1,-5.0005646373294,3.29190329648554,-1.10151996312085,
25280,25036,1,1,2,1,-5.00059369459305,3.28459078446031,-1.10172213462096,
25284,25040,1,1,2,1,-5.00045600786683,3.28885740600526,-1.10158221272039,
25288,25044,1,1,2,1,-5.00048238292153,3.29159572720528,-1.10160735842936,
25292,25048,1,1,2,1,-5.0002459014989,3.28792282380164,-1.10153605637459,
25296,25052,1,1,2,1,-5.0009379114086,3.28617333434522,-1.1020904913177,
25300,25056,1,1,2,1,-5.00072065248346,3.29062342643738,-1.10197951492211,
25304,25060,1,1,2,1,-5.00038716450373,3.29087139107287,-1.10142865625761,
25308,25064,1,1,2,1,-5.00048372402601,3.28785693272948,-1.10143547353871,
25312,25068,1,1,2,1,-5.00050384059315,3.28896706923842,-1.10162814554877,
25316,25072,1,1,2,1,-5.0007108177173,3.28769721090794,-1.10162993368808,
25320,25076,1,1,2,1,-5.00035363689182,3.29185579903424,-1.1013754591133,
25324,25080,1,1,2,1,-5.00031876817544,3.29044880345464,-1.10118055192911,
25328,25084,1,1,2,1,-5.00046271338922,3.2910336740315,-1.10160009411343,
25332,25088,1,1,2,1,-5.00074792160781,3.29060386866331,-1.10178147849413,
25336,25092,1,1,2,1,-5.00048238292153,3.29045997932553,-1.10162725147912,
25340,25096,1,1,2,1,-5.00086951508032,3.28761851415038,-1.10200376656143,
25344,25100,1,1,2,1,-5.00082212938882,3.28571698628366,-1.10191055980018,
25348,25104,1,1,2,1,-5.0004729951902,3.29213705845177,-1.10163909790201,
25352,25108,1,1,2,1,-5.00089052571711,3.28790373168886,-1.10171721723788,
25356,25112,1,1,2,1,-5.00061515226467,3.28564178198576,-1.10172872838465,
25360,25116,1,1,2,1,-5.00079262509035,3.28951049596071,-1.10196766849922,
25364,25120,1,1,2,1,-5.00060129418508,3.29275103285909,-1.10154175606862,
25368,25124,1,1,2,1,-5.00068891301086,3.28509882092476,-1.10182327625038,
25372,25128,1,1,2,1,-5.00054899111051,3.28966346569359,-1.10168111917567,
25376,25132,1,1,2,1,-5.00029731050382,3.29093635082245,-1.10137009469539,
25380,25136,1,1,2,1,-5.00079754247343,3.28921829350293,-1.10176315006626,
25384,25140,1,1,2,1,-5.00031832114062,3.28557286411524,-1.10140127537451,
25388,25144,1,1,2,1,-5.00059995308061,3.29180248081684,-1.10164703277017,
25392,25148,1,1,2,1,-5.00063437476216,3.29126603901386,-1.10181254741455,
25396,25152,1,1,2,1,-5.00049355879217,3.29093611799181,-1.10138149408345,
25400,25156,1,1,2,1,-5.00078770770727,3.28698847442865,-1.10178237256379,
25404,25160,1,1,2,1,-5.00040638700122,3.2923046965152,-1.10165709105376,
25408,25164,1,1,2,1,-5.00046763077229,3.29245743341744,-1.10149224696163,
25412,25168,1,1,2,1,-5.00037420049379,3.29078105278313,-1.10143860278249,
25416,25172,1,1,2,1,-5.00067773714022,3.28957685269415,-1.10178829577523,
25420,25176,1,1,2,1,-5.00049579396629,3.2944418489933,-1.10147727129495,
25424,25180,1,1,2,1,-5.00057491913039,3.28918942250311,-1.10162401047663,
25428,25184,1,1,2,1,-5.00074032201578,3.28871747478843,-1.10195660438727,
25432,25188,1,1,2,1,-5.00068757190638,3.29178432002664,-1.1018629505912,
25436,25192,1,1,2,1,-5.0003567661356,3.29001271165907,-1.10152879205866,
25440,25196,1,1,2,1,-5.00065627946861,3.28776310198009,-1.10183456387974,
25444,25200,1,1,2,1,-5.00060621156816,3.29161481931806,-1.10190418955391,
25448,25204,1,1,2,1,-5.00023651376757,3.2923782709986,-1.10133377311576,
25452,25208,1,1,2,1,-5.00050920501106,3.28748533502221,-1.10137445328494,
25456,25212,1,1,2,1,-5.00071618213521,3.2907382119447,-1.10185870376035,
25460,25216,1,1,2,1,-5.00016230598656,3.29044437967241,-1.10133511422024,
25464,25220,1,1,2,1,-5.00065806760791,3.29440995119512,-1.10160735842936,
25468,25224,1,1,2,1,-5.00076133265257,3.2892010640353,-1.10206545736743,
25472,25228,1,1,2,1,-5.00069740667254,3.29125439748168,-1.1015756189567,
25476,25232,1,1,2,1,-5.00048193588671,3.28862434253097,-1.10148028878003,
25480,25236,1,1,2,1,-5.00063303365769,3.2871481962502,-1.1014473199616,
25484,25240,1,1,2,1,-5.00049713507077,3.28720128163695,-1.10164144483485,
25488,25244,1,1,2,1,-5.0004113043843,3.29472846351564,-1.10147570667306,
25492,25248,1,1,2,1,-5.00050339355832,3.28528438694775,-1.10148274747157,
25496,25252,1,1,2,1,-5.00065359725965,3.28855612315238,-1.1017055943324,
25500,25256,1,1,2,1,-5.00043633833452,3.29076335765421,-1.10135299561329,
25504,25260,1,1,2,1,-5.00064286842384,3.28975939191878,-1.10178561356628,
25508,25264,1,1,2,1,-5.00072154655311,3.2878543715924,-1.10189580765092,
25512,25268,1,1,2,1,-5.00051814570756,3.29113169573247,-1.10163775679753,
25516,25272,1,1,2,1,-5.00084626926939,3.2905382104218,-1.10201594826044,
25520,25276,1,1,2,1,-5.00059324755823,3.28978314064443,-1.10172761079758,
25524,25280,1,1,2,1,-5.00036615386693,3.29204183071852,-1.10154846159101,
25528,25284,1,1,2,1,-5.00054854407569,3.29063134267926,-1.10152543929747,
25532,25288,1,1,2,1,-5.00054005041401,3.28974658623338,-1.10172369924286,
25536,25292,1,1,2,1,-5.00080782427441,3.28512862324715,-1.10170470026275,
25540,25296,1,1,2,1,-5.00069383039394,3.29421646893024,-1.10180260088967,
25544,25300,1,1,2,1,-5.00077742590629,3.2894650939852,-1.10169665363588,
